"play ID","game ID","game name",date,location,length,comments,"player 1 username","player 1 name","player 1 startposition","player 1 color","player 1 score","player 1 new","player 1 win","player 2 username","player 2 name","player 2 startposition","player 2 color","player 2 score","player 2 new","player 2 win","player 3 username","player 3 name","player 3 startposition","player 3 color","player 3 score","player 3 new","player 3 win","player 4 username","player 4 name","player 4 startposition","player 4 color","player 4 score","player 4 new","player 4 win","player 5 username","player 5 name","player 5 score","player 5 new","player 5 win","player 6 username","player 6 name","player 6 score","player 6 new","player 6 win","player 7 name","player 7 win","player 8 username","player 8 name","player 8 new"
90378564,298383,Golem,2024-10-22,H.,,,,Bart,,,97,1,1,Excali8ur,Rianne,,,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90428989,298619,"15 Days",2024-10-24,H.,,,,Bart,,,24,1,1,Excali8ur,Rianne,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90432949,383158,"Nunatak: Temple of Ice",2024-10-24,D.,,,,Bart,,,200,1,1,Excali8ur,Rianne,,,183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90510510,417197,Rebirth,2024-10-26,H.,,,,Bart,,,112,,,Boelerino,Martijn,,,76,1,,Excali8ur,Rianne,,,115,,,Keukenprinses,Sabrina,,,143,1,1,,,,,,,,,,,,,,,
90565534,408180,"Shackleton Base: A Journey to the Moon",2024-10-27,H.,,,,Bart,,,56,1,1,Boelerino,Martijn,,,34,1,,Excali8ur,Rianne,,,37,1,,,,,,,,,,,,,,,,,,,,,,,
90584382,419454,"Around the World in 80 Days",2024-10-27,H.,,,,Bart,,,29,1,,Boelerino,Martijn,,,30,1,,Excali8ur,Rianne,,,34,1,,Keukenprinses,Sabrina,,,35,1,1,,,,,,,,,,,,,,,
91042261,298619,"15 Days",2024-11-09,O.,,,,Marcha,,,22,1,,Excali8ur,Rianne,,,23,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91047245,302281,"Candy Lab",2024-11-09,S.,,,,Ivo,,,28,1,1,,Marcha,,,23,1,,Excali8ur,Rianne,,,22,1,,,,,,,,,,,,,,,,,,,,,,,
91055554,421972,"Collect a Lotl",2024-11-09,S.,,,,Ivo,,,25,1,,,Marcha,,,44,1,1,Excali8ur,Rianne,,,25,1,,,,,,,,,,,,,,,,,,,,,,,
91156926,317504,"Mandala Stones",2024-11-11,H.,,,Excali8ur,Rianne,,,43,,,Keukenprinses,Sabrina,,,59,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91158799,298619,"15 Days",2024-11-11,H.,,,Excali8ur,Rianne,,,21,,,Keukenprinses,Sabrina,,,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91178939,418354,Babylon,2024-11-12,D.,,,,Bart,,,71,,,Excali8ur,Rianne,,,80,,1,,Sander,,,62,1,,,,,,,,,,,,,,,,,,,,,,,
91207035,382549,Biome,2024-11-13,H.,,,,Bart,,,138,1,1,Excali8ur,Rianne,,,117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91274051,45,Perudo,2024-11-15,H.,,,,Bart,,,,1,,,Miguel,,,,,,Excali8ur,Rianne,,,,,1,,,,,,,,,,,,,,,,,,,,,,
91274059,45,Perudo,2024-11-15,H.,,,,Bart,,,,,,,Miguel,,,,,,Excali8ur,Rianne,,,,,1,,,,,,,,,,,,,,,,,,,,,,
91274088,397736,"HITSTER: Guilty Pleasures",2024-11-15,H.,,,,Bart,,,,1,,,Miguel,,,,1,,Excali8ur,Rianne,,,,1,,,Tom,,,,1,1,,,,,,,,,,,,,,,
91274157,372891,Genpei,2024-11-15,H.,,,,Bart,,,,1,,,Miguel,,,,1,,Excali8ur,Rianne,,,,1,,,Tom,,,,1,1,,,,,,,,,,,,,,,
91326495,306040,"Merv: The Heart of the Silk Road",2024-11-16,H.,,,,Bart,,,100,,1,Boelerino,Martijn,,,89,1,,Excali8ur,Rianne,,,54,,,Keukenprinses,Sabrina,,,96,1,,,,,,,,,,,,,,,,
91329875,298619,"15 Days",2024-11-16,H.,,,,Bart,,,10,,,Boelerino,Martijn,,,10,1,,Excali8ur,Rianne,,,13,,,Keukenprinses,Sabrina,,,18,,1,,,,,,,,,,,,,,,
91331370,397736,"HITSTER: Guilty Pleasures",2024-11-01,Home,,,,"Anonymous player",,,,,,,"Anonymous player",,,,,,,Bart,,,,,,,Martijn,,,,1,,Excali8ur,Rianne,,,,,Sabrina,,1,,Tom,1,,,
91331422,397736,"HITSTER: Guilty Pleasures",2024-10-25,H.,,,,Bart,,,,,1,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91571968,382549,Biome,2024-11-23,H.,,,,Bart,,,135,,,,Joep,,,114,1,,Excali8ur,Rianne,,,117,,,,"Tessa B",,,138,1,1,,,,,,,,,,,,,,,
91822179,260180,"Project L",2024-11-30,H.,,,,Bart,,,17,,,Boelerino,Martijn,,,17,,,Excali8ur,Rianne,,,23,,,Keukenprinses,Sabrina,,,23,,1,,,,,,,,,,,,,,,
91825925,385761,Faraway,2024-11-30,H.,,,,Bart,,,62,1,,Boelerino,Martijn,,,46,1,,Excali8ur,Rianne,,,50,1,,Keukenprinses,Sabrina,,,78,1,1,,,,,,,,,,,,,,,
92479210,233867,"Welcome To...",2024-12-20,Home,,"Played with expansions:
- [thing=309432]Welcome To...: Quack[/thing]",,Marcha,,,85,1,,Excali8ur,Rianne,,,96,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92481951,421972,"Collect a Lotl",2024-12-20,Home,,,,Marcha,,,51,,1,Excali8ur,Rianne,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92523538,382549,Biome,2024-12-21,H.,,,,Bart,,,92,,,Boelerino,Martijn,,,84,1,,Excali8ur,Rianne,,,106,,,Keukenprinses,Sabrina,,,125,1,1,,,,,,,,,,,,,,,
92529646,428577,Ananda,2024-12-21,H.,,,Excali8ur,Rianne,,,62,,,Keukenprinses,Sabrina,,,65,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92533255,339789,"Welcome to the Moon",2024-12-21,Home,,"Mission 7 - Escape",Excali8ur,Rianne,,,106,,1,,Sabrina,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92875578,184921,"Bunny Kingdom",2024-12-27,H.,,"Played with expansions:
- [thing=373425]Bunny Kingdom: Bunny Express[/thing]",,Bart,,,257,,1,Excali8ur,Rianne,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92955610,397736,"HITSTER: Guilty Pleasures",2024-12-24,"Ergens Anders",,,,Anne-Miek,,,,1,,,Bart,,,,,1,,Harry,,,,1,,,Horst,,,,1,,Excali8ur,Rianne,,,,,Truus,,1,1,,,,,
92955674,397736,"HITSTER: Guilty Pleasures",2024-12-26,H.,,,,Bart,,,,,,,Christien,,,,1,,,Marcha,,,,1,,Excali8ur,Rianne,,,,,1,,Ruud,,1,,,,,,,,,,,
93166240,331820,"Rolling Heights",2024-12-31,H.,,,,Bart,,,78,,,Boelerino,Martijn,,,103,1,,Excali8ur,Rianne,,,57,,1,Keukenprinses,Sabrina,,,78,1,,,,,,,,,,,,,,,,
93196776,423401,"Minos: Dawn of the Bronze Age",2025-01-01,H.,,,,Bart,,,,1,,Boelerino,Martijn,,,,1,,Excali8ur,Rianne,,,,1,,Keukenprinses,Sabrina,,,,1,,,,,,,,,,,,,,,,
93778096,311828,"Sherwood Bandits",2025-01-10,T.,,,Excali8ur,Rianne,,,14,1,,,Tom,,,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94185584,177478,IKI,2025-01-18,H.,,,,Bart,,,57,,,Boelerino,Martijn,,,50,,,Excali8ur,Rianne,,,74,,1,Keukenprinses,Sabrina,,,60,,,,,,,,,,,,,,,,,
94189136,420793,"Dicy Cards",2025-01-18,Home,,,,Bart,,,110,1,,,Martijn,,,111,,1,Excali8ur,Rianne,,,88,1,,,Sabrina,,,89,,,,,,,,,,,,,,,,,
94449491,233867,"Welcome To...",2025-01-24,Home,,"Played with expansions:
- [thing=265374]Welcome To...: Winter Wonderland Thematic Neighborhood[/thing]",,Marcha,,,97,,,Excali8ur,Rianne,,,122,,1,,Sabrina,,,113,1,,,,,,,,,,,,,,,,,,,,,,,
94454471,365647,"Mech A Dream",2025-01-24,H.,,,,Marcha,,,49,,1,Excali8ur,Rianne,,,49,,1,Keukenprinses,Sabrina,,,40,,,,,,,,,,,,,,,,,,,,,,,,
94660024,385761,Faraway,2025-01-28,H.,,,,Bart,,,52,,,Boelerino,Martijn,,,76,,,Excali8ur,Rianne,,,82,,1,Keukenprinses,Sabrina,,,78,,,,,,,,,,,,,,,,,
94662825,344839,"Dog Lover",2025-01-28,H.,,,,Bart,,,37,,,Boelerino,Martijn,,,33,,,Excali8ur,Rianne,,,51,,1,Keukenprinses,Sabrina,,,35,,,,,,,,,,,,,,,,,
94717172,384213,Fromage,2025-01-30,D.,,,Boelerino,Martijn,,,63,1,,Excali8ur,Rianne,,,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94719277,424280,"Hitster Bingo",2025-01-30,D.,,,,Margo,,,,1,,Boelerino,Martijn,,,,1,,Excali8ur,Rianne,,,,1,,,Sander,,,,1,1,,,,,,,,,,,,,,,
94889156,414317,Harmonies,2025-01-30,H.,,,,Bart,,,119,1,1,Excali8ur,Rianne,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95132182,298383,Golem,2025-02-08,H.,,,,Bart,,,46,,1,Boelerino,Martijn,,,43,1,,Excali8ur,Rianne,,,34,,,Keukenprinses,Sabrina,,,35,1,,,,,,,,,,,,,,,,
95263441,184921,"Bunny Kingdom",2025-02-11,H.,,,,"Anonymous player",,,169,,,,Bart,,,487,,1,Excali8ur,Rianne,,,449,,,,,,,,,,,,,,,,,,,,,,,,
95283443,424055,"365 Adventures: The Dungeon",2025-02-09,Home,,"Score Januari: 26",Excali8ur,Rianne,,,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95283448,424055,"365 Adventures: The Dungeon",2025-02-10,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95283454,424055,"365 Adventures: The Dungeon",2025-02-10,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95283455,424055,"365 Adventures: The Dungeon",2025-02-11,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95283457,424055,"365 Adventures: The Dungeon",2025-02-12,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95363051,424055,"365 Adventures: The Dungeon",2025-02-14,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95363077,12194,"Munchkin Bites!",2025-02-14,H.,,,,"Anonymous player",,,,,1,,"Anonymous player",,,,,,,Bart,,,,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,
95545584,424055,"365 Adventures: The Dungeon",2025-02-18,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95581007,277458,Kluster,2025-02-19,H.,,,,"Anonymous player",,,,,1,,"Anonymous player",,,,,1,,"Anonymous player",,,,,,,"Anonymous player",,,,,,,Margo,,,1,Excali8ur,Rianne,,,,,,,,
95585043,424055,"365 Adventures: The Dungeon",2025-02-19,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95648278,402283,Courtisans,2025-02-21,S.,,,,Bart,,,10,1,,Excali8ur,Rianne,,,12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95762495,381308,"Dixit: Disney Edition",2025-02-23,D.,,,,"Anonymous player",,,15,,,,"Anonymous player",,,22,,,,"Anonymous player",,,27,,1,Excali8ur,Rianne,,,18,1,,,,,,,,,,,,,,,,
95882683,424055,"365 Adventures: The Dungeon",2025-02-26,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96034367,328866,"My Father's Work",2025-03-01,H.,,"Gemaakte keuzes:
* unified monarchists gesteund
* barrack gebouwd
* geld of recources - mayor assistent -&gt; geld
* village not sabotaged
* barrack destroyed
* seperatists geholpen
* geen 'new meat'
* 

A Time of War",,Bart,,,109,,1,Excali8ur,Rianne,,,109,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96061264,424055,"365 Adventures: The Dungeon",2025-03-02,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96061267,424055,"365 Adventures: The Dungeon",2025-03-01,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96061278,424055,"365 Adventures: The Dungeon",2025-02-28,H.,,"Score februari: 30",Excali8ur,Rianne,,,30,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96127659,317859,"Forests of Pangaia",2024-10-26,H.,,,,Bart,,,15,,,,Martijn,,,18,1,,Excali8ur,Rianne,,,17,,,,Sabrina,,,25,1,1,,,,,,,,,,,,,,,
96127667,428577,Ananda,2024-10-04,S.,,,,"Anonymous player",,,20,,,,"Anonymous player",,,19,,,Excali8ur,Rianne,,,23,1,1,,Sabrina,,,21,1,,,,,,,,,,,,,,,,
96132147,387201,Emerge,2025-03-03,H.,,,,Bart,,,57,,,,Martijn,,,63,,1,Excali8ur,Rianne,,,51,,,,Sabrina,,,52,,,,,,,,,,,,,,,,,
96135111,433541,"HITSTER: Movies & TV Soundtracks",2025-03-03,H.,,,,Bart,,,10,1,1,,Martijn,,,9,1,,Excali8ur,Rianne,,,9,1,,,Sabrina,,,7,1,,,,,,,,,,,,,,,,
96240716,231229,Jokeren,2025-03-06,E.,,,,Bart,,,,,,,Horst,,,,,,Excali8ur,Rianne,,,,,1,,Truus,,,,,,,,,,,,,,,,,,,,
96277903,286096,Tapestry,2025-03-07,D.,,,,"Anonymous player",,,238,,1,,"Anonymous player",,,170,,,,Bart,,,195,1,,Excali8ur,Rianne,,,227,1,,,,,,,,,,,,,,,,
96280604,45,Perudo,2025-03-07,H.,,,,"Anonymous player",,,,,1,,"Anonymous player",,,,,,,Bart,,,,,,,Margo,,,,1,,Excali8ur,Rianne,,,,,,,,,,,,,
96421514,424055,"365 Adventures: The Dungeon",2025-03-10,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96421516,424055,"365 Adventures: The Dungeon",2025-03-09,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96421522,424055,"365 Adventures: The Dungeon",2025-03-08,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96509114,424055,"365 Adventures: The Dungeon",2025-03-13,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96541304,424055,"365 Adventures: The Dungeon",2025-03-14,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96604675,367966,"Endeavor: Deep Sea",2025-03-15,H.,,"Mission 1",,Bart,,,56,1,,,Martijn,,,61,1,,Excali8ur,Rianne,,,57,1,,,Sabrina,,,66,1,1,,,,,,,,,,,,,,,
96620208,371942,"The White Castle",2025-03-15,H.,,,,Bart,,,26,,,,Martijn,,,44,,1,Excali8ur,Rianne,,,32,,,,Sabrina,,,28,,,,,,,,,,,,,,,,,
96622289,424055,"365 Adventures: The Dungeon",2025-03-15,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96649307,424055,"365 Adventures: The Dungeon",2025-03-16,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96734635,424055,"365 Adventures: The Dungeon",2025-03-18,H.,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96757443,2243,Yahtzee,2023-05-13,"Onderweg (trein)",,"In het vliegtuig tegen Manon",,"Anonymous player",,,255,,1,Excali8ur,Rianne,,,218,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96758021,23953,"Outside the Scope of BGG",2022-12-27,Home,,"Puzzel 9",Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96758022,23953,"Outside the Scope of BGG",2022-12-27,Home,,"Puzzel 8",Excali8ur,Rianne,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96758023,23953,"Outside the Scope of BGG",2022-12-27,Home,,"Puzzel 7",Excali8ur,Rianne,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96758024,23953,"Outside the Scope of BGG",2022-12-27,Home,,"Puzzel 6",Excali8ur,Rianne,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96758025,23953,"Outside the Scope of BGG",2022-12-27,Home,,"Puzzel 5",Excali8ur,Rianne,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96758027,23953,"Outside the Scope of BGG",2022-12-27,Home,,"Puzzel 4",Excali8ur,Rianne,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96758028,23953,"Outside the Scope of BGG",2022-12-27,Home,,"Puzzel 3",Excali8ur,Rianne,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96758030,23953,"Outside the Scope of BGG",2022-12-27,Home,,"Puzzel 2",Excali8ur,Rianne,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96758032,23953,"Outside the Scope of BGG",2022-12-27,Home,,"Puzzel 1",Excali8ur,Rianne,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96758368,328866,"My Father's Work",2025-03-18,Home,,"History of Legends Ending

Zie remarkable voor keuzes. 

A Time of War",,Bart,,,98,,1,Excali8ur,Rianne,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96799226,424055,"365 Adventures: The Dungeon",2025-03-20,Home,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96799232,424055,"365 Adventures: The Dungeon",2025-03-19,Home,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96946820,424055,"365 Adventures: The Dungeon",2025-03-23,Home,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96946821,424055,"365 Adventures: The Dungeon",2025-03-22,Home,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96946840,424055,"365 Adventures: The Dungeon",2025-03-21,Home,,,Excali8ur,Rianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
