play ID,game ID,game name,userid,date,quantity,location,length,incomplete,nowinstats,comments,player 1 username,player 1 name,player 1 startposition,player 1 color,player 1 score,player 1 new,player 1 rating,player 1 win,player 2 username,player 2 name,player 2 startposition,player 2 color,player 2 score,player 2 new,player 2 rating,player 2 win,player 3 username,player 3 name,player 3 startposition,player 3 color,player 3 score,player 3 new,player 3 rating,player 3 win,player 4 username,player 4 name,player 4 startposition,player 4 color,player 4 score,player 4 new,player 4 rating,player 4 win,player 5 username,player 5 name,player 5 startposition,player 5 color,player 5 score,player 5 new,player 5 rating,player 5 win,player 6 username,player 6 name,player 6 startposition,player 6 color,player 6 score,player 6 new,player 6 rating,player 6 win,player 7 username,player 7 name,player 7 startposition,player 7 color,player 7 score,player 7 new,player 7 rating,player 7 win
74623030,136063,Forbidden Desert,,07/08/2023,,Thuis ,45,,,,,Henk,,,,1,,,,Ottie,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74623048,370591,Dorfromantik: The Board Game,,09/08/2023,,Thuis ,45,,,,,Maxim,,,190,,,1,,Ottie,,,190,,,1,,Wiebe,,,190,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74645812,35677,Le Havre,,09/08/2023,,Meeples,150,,,,,Cindy T,,,29,1,,,,Hans,,,35,1,,,,Ottie,,,87,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74647540,220,High Society,,09/08/2023,,Meeples,,,,,,Cindy T,,,9,1,,,,Hans,,,9,1,,,,Ottie,,,18,1,,,,Vadim,,,10,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
74811437,40692,Small World,,14/08/2023,,Thuis ,90,,,,,Ottie,,,107,,,,,Stephanie,,,98,1,,,,Tom,,,119,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74814897,27173,Vikings,,14/08/2023,,Thuis ,75,,,,,Ottie,,,74,,,,,Stephanie,,,69,1,,,,Tom,,,76,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74839770,35435,Nefertiti,,15/08/2023,,Thuis ,,,,,,Dieter,,,76,1,,,,Lieselot,,,45,1,,,,Maxim,,,58,1,,,,Ottie,,,90,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
74843329,2653,Survive: Escape from Atlantis!,,15/08/2023,,Thuis ,52,,,,,Dieter,,,9,1,,,,Lieselot,,,0,1,,,,Maxim,,,0,1,,,,Ottie,,,16,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
74847124,370591,Dorfromantik: The Board Game,,15/08/2023,,Thuis ,60,,,,,Dieter,,Team 1,202,,,1,,Lieselot,,Team 1,202,1,,1,,Maxim,,Team 1,202,,,1,,Ottie,,Team 1,202,,,1,,,,,,,,,,,,,,,,,,,,,,,,
74869666,40834,Dominion: Intrigue,,16/08/2023,,Thuis ,83,,,,,Aur�lie,,,34,1,,1,,Jerry,,,27,1,,,,Ottie,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74871637,111148,W�rfel Bohnanza,,16/08/2023,,Thuis ,45,,,,,Aur�lie,,,7,1,,,,Jerry,,,14,1,,1,,Ottie,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74897301,343362,Oak,,17/08/2023,,Thuis ,106,,,,,Evi,,,56,1,,,,Jonathan,,,34,1,,,,Ottie,,,59,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74898713,178210,Batman Fluxx,,17/08/2023,,Thuis ,17,,,,,Evi,,,,1,,,,Jonathan,,,,1,,,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74898721,272541,Marvel Fluxx,,17/08/2023,,Thuis ,17,,,,,Evi,,,,1,,,,Jonathan,,,,1,,,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75043070,10,Elfenland,,21/08/2023,,Thuis ,90,,,,,Henk,,,17,,,,,Kim Djaanlessa,,,15,1,,,,Nikolaas (Kim),,,17,1,,,,Ottie,,,18,,,1,,,,,,,,,,,,,,,,,,,,,,,,
75069107,361850,Nimalia,,21/08/2023,,Thuis ,,,,,,Henk,,,130,1,,1,,Kim Djaanlessa,,,105,1,,,,Nikolaas (Kim),,,91,1,,,,Ottie,,,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75069156,41,Can't Stop,,22/08/2023,,Thuis ,,,,,,Dieter,,,,1,,1,,Maxim,,,,1,,,,Nele,,,,1,,,,Ottie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75075429,254640,Just One,,23/08/2023,,Thuis ,,,,,,Dieter,,,,,,1,,Maxim,,,,,,1,,Nele,,,,1,,1,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
75075433,370591,Dorfromantik: The Board Game,,23/08/2023,,Thuis ,,,,,,Dieter,,,,,,1,,Maxim,,,,,,1,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75096438,27162,Kingsburg,,23/08/2023,,Meeples,90,,,,,Cindy T,,,34,1,,,,Hans,,,34,1,,,,Ottie,,,47,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75101632,108745,Seasons,,23/08/2023,,Meeples,90,,,,,Cindy T,,,106,1,,,,Hans,,,85,1,,,,Ottie,,,71,,,,,Vadim,,,136,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
75122912,37120,Pack & Stack,,24/08/2023,,Thuis ,37,,,,,Cindy T,,,,1,,1,,Hans,,,,1,,,,Nele,,,,1,,,,Ottie,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75124136,634,River Dragons,,24/08/2023,,Thuis ,,,,,,Cindy T,,,,1,,1,,Hans,,,,1,,1,,Nele,,,,1,,,,Ottie,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75125761,341416,High Score,,24/08/2023,,Thuis ,15,,,,,Cindy T,,,12,,,,,Hans,,,15,,,1,,Ottie,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75125795,254640,Just One,,24/08/2023,,Thuis ,23,,,,,Cindy T,,,,,,1,,Hans,,,,,,1,,Nele,,,,,,1,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
75153201,383607,Barcelona,,25/08/2023,,Thuis ,135,,,,,Ottie,,,236,1,,,,Tom VG,,,186,1,,,,Vadim,,,252,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75154825,356230,Globetrotting,,25/08/2023,,Thuis ,,,,,,Ottie,,,24,1,,1,,Tom VG,,,21,1,,,,Vadim,,,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75156082,351155,Recto Verso,,25/08/2023,,Thuis ,30,,,,,Ottie,,,46,,,1,,Tom VG,,,30,1,,,,Vadim,,,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75156587,259069,Punto,,25/08/2023,,Thuis ,,,,,,Ottie,,,1,,,,,Tom VG,,,2,1,,1,,Vadim,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75301159,13,CATAN,,29/08/2023,,Thuis ,129,,,"Played with expansions:
- [thing=926]Catan: Cities &amp; Knights[/thing]",,Dieter,,,7,1,,,,Maxim,,,4,1,,,,Ottie,,,13,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75303616,370591,Dorfromantik: The Board Game,,29/08/2023,,Thuis ,66,,,,,Dieter,,,225,,,1,,Maxim,,,225,,,1,,Ottie,,,225,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75324968,120677,Terra Mystica,,30/08/2023,,Thuis ,105,,,,,Henk,,,97,1,,,,Jerry,,,81,1,,,,Ottie,,,98,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75326079,120677,Terra Mystica,,30/08/2023,,Thuis ,,,,,,Henk,,,42,,,1,,Jerry,,,31,,,,,Ottie,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75349882,342032,Wild Tiled West,,31/08/2023,,Thuis ,90,,,,,Maarten,,,128,1,,1,,Nele,,,94,1,,,,Ottie,,,92,1,,,,Tieme,,,128,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
75352557,357841,Castles by the Sea,,31/08/2023,,Thuis ,,,,,,Maarten,,,43,1,,1,,Ottie,,,38,1,,,,Tieme,,,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75417434,342942,Ark Nova,,02/09/2023,,Thuis ,,,,,,Evelien L.,,,-49,1,,,,Ottie,,,22,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75490990,342032,Wild Tiled West,,04/09/2023,,Thuis ,67,,,,,Cathe,,,79,1,,,,Henk,,,115,1,,1,,Nele,,,113,,,,,Ottie,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
75520742,342032,Wild Tiled West,,05/09/2023,,Thuis ,67,,,,,Dieter,,,79,1,,,,Ottie,,,81,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75565511,199792,Everdell,,07/09/2023,,Nele,120,,,,,Cathe,,,94,1,,1,,Nele,,,86,1,,,,Ottie,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75593972,319031,Project L: Kickstarter Edition,,08/09/2023,,De Spelmaeckers ,,,,,,Cindy T,,,11,1,,,,Dieter,,,15,1,,,,Hans,,,17,1,,1,,Ottie,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75593993,191189,Aeon's End,,08/09/2023,,De Spelmaeckers ,120,,,,,Cindy T,,,,1,,1,,Dieter,,,,1,,1,,Hans,,,,1,,1,,Ottie,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
75594097,270168,Tuki,,08/09/2023,,De Spelmaeckers ,37,,,,,Cindy T,,,5,1,,1,,Dieter,,,1,,,,,Hans,,,4,1,,,,Ottie,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
75616765,372571,Tycoon: India 1981,,09/09/2023,,Hans & Cindy ,191,,,,,Cindy T,,,,1,,,,Hans,,,,1,,,,Ottie,,,,1,,1,,Vadim,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75619640,355224,Isle of Trains: All Aboard,,09/09/2023,,Hans & Cindy ,46,,,,,Cindy T,,,19,1,,,,Hans,,,26,1,,,,Ottie,,,36,1,,1,,Vadim,,,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75621394,231027,Bye-Bye Black Sheep,,09/09/2023,,Hans & Cindy ,25,,,,,Cindy T,,,,1,,1,,Hans,,,,1,,,,Ottie,,,,,,,,Vadim,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75630638,256730,Pipeline,,09/09/2023,,Hans & Cindy ,127,,,,,Cindy T,,,268,1,,,,Hans,,,288,1,,,,Ottie,,,167,1,,,,Vadim,,,463,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
75656595,187377,Vikings Gone Wild,,10/09/2023,,Dieter,67,,,,,Dieter,,,58,1,,1,,Ottie,,,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75656617,100423,Elder Sign,,10/09/2023,,Dieter,60,,,,,Dieter,,,,1,,1,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75657849,66849,Safranito,,10/09/2023,,Dieter,37,,,,,Dieter,,,1,1,,,,Ottie,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75660725,41010,My First Carcassonne,,10/09/2023,,Dieter,15,,,,,Anoukje,,,-1,,,,,Dieter,,,-3,1,,,,Ottie,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75660732,4209,Monza,,10/09/2023,,Dieter,15,,,,,Anoukje,,,,,,,,Dieter,,,,,,,,Ottie,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75662106,235655,Dragon's Breath,,10/09/2023,,Dieter,17,,,,,Anoukje,,,19,,,,,Dieter,,,16,1,,,,Ottie,,,23,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75719163,133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,,12/09/2023,,Thuis ,90,,,,,Arjen,,,,1,,1,,Dieter,,,,1,,1,,Maxim,,,,1,,1,,Ottie,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
75719171,370591,Dorfromantik: The Board Game,,13/09/2023,,Thuis ,,,,,,Arjen,,,,1,,1,,Dieter,,,,,,1,,Maxim,,,,,,1,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
75758801,256606,Spirits of the Wild,,14/09/2023,,Thuis ,,,,,,Nele,,,14,1,,,,Ottie,,,28,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75759136,256606,Spirits of the Wild,,14/09/2023,,Thuis ,,,,,,Nele,,,44,,,,,Ottie,,,53,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75779889,356230,Globetrotting,,15/09/2023,,Thuis ,30,,,,,Aur�lie,,,29,1,,1,,Jerry,,,17,1,,,,Ottie,,,27,,,,,Tom,,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75783907,342032,Wild Tiled West,,15/09/2023,,Thuis ,78,,,,,Aur�lie,,,91,1,,,,Jerry,,,151,1,,1,,Ottie,,,116,,,,,Tom,,,126,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75802547,293889,Fallout Shelter: The Board Game,,16/09/2023,,Thuis ,75,,,,,Dieter,,,20,1,,1,,Ottie,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75803223,163412,Patchwork,,16/09/2023,,Thuis ,22,,,,,Dieter,,,10,1,,1,,Ottie,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75806547,159508,AquaSphere,,16/09/2023,,Thuis ,100,,,,,Dieter,,,69,1,,,,Jens Bossaert,,,72,1,,,,Ottie,,,80,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75810831,271320,The Castles of Burgundy,,16/09/2023,,Thuis ,123,,,,,Dieter,,,169,1,,,,Jens Bossaert,,,242,1,,1,,Ottie,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75813670,154246,La Isla,,16/09/2023,,Thuis ,45,,,,,Dieter,,,49,1,,,,Jens Bossaert,,,65,1,,1,,Ottie,,,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75846905,163412,Patchwork,,17/09/2023,,Thuis ,22,,,,,Ottie,,,19,,,,,Sarah T,,,32,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75847437,274960,Point Salad,,17/09/2023,,Thuis ,,,,,,Ottie,,,29,,,,,Sarah T,,,62,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75848563,293296,Splendor: Marvel,,17/09/2023,,Thuis ,30,,,,,Ottie,,,18,,,1,,Sarah T,,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75854297,93997,1000 and One Treasures,,17/09/2023,,Thuis ,,,,,,Anoukje,,,29,1,,1,,Ottie,,,29,1,,1,,Sarah T,,,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75890995,252752,Genotype: A Mendelian Genetics Game,,18/09/2023,,Thuis ,62,,,,,Aur�lie,,,45,1,,,,Henk,,,60,1,,1,,Jerry,,,51,1,,,,Ottie,,,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75918208,133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,,19/09/2023,,Thuis ,90,,,,,Arjen,,,,,,1,,Dieter,,,,,,1,,Maxim,,,,,,1,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
75918222,370591,Dorfromantik: The Board Game,,19/09/2023,,Thuis ,,,,,,Arjen,,,,,,1,,Dieter,,,,,,1,,Maxim,,,,,,1,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
75918233,353470,Star Wars: Jabba's Palace – A Love Letter Game,,19/09/2023,,Thuis ,20,,,,,Arjen,,,,1,,,,Dieter,,,,1,,,,Maxim,,,1,1,,,,Ottie,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,
75941288,342032,Wild Tiled West,,20/09/2023,,Meeples,130,,,,,Ellen,,,88,1,,,,Frederik,,,123,1,,,,Micha�l,,,125,1,,,,Ottie,,,137,,,1,,,,,,,,,,,,,,,,,,,,,,,,
75942542,287732,Solar Draft,,20/09/2023,,Meeples,,,,,,Ellen,,,57,1,,1,,Ottie,,,51,1,,,,Vadim,,,57,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75943480,63975,Mountain Goats,,20/09/2023,,Meeples,,,,"Played with expansions:
- [thing=326964]Mountain Goats: Expansion Pack[/thing]",,Ellen,,,126,1,,1,,Ottie,,,91,1,,,,Vadim,,,105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75961722,286431,Electropolis,,21/09/2023,,Stephanie,60,,,,,Annelies,,,49,1,,,,Ottie,,,72,,,,,Stephanie,,,97,1,,1,,Vadim,,,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,
75963620,367761,Uptown,,21/09/2023,,Stephanie,45,,,,,Annelies,,,42,1,,,,Ottie,,,61,1,,1,,Stephanie,,,41,1,,,,Vadim,,,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,
76014229,295486,My City,,23/09/2023,,Thuis ,30,,,,,Maxim,,,,1,,,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76014233,295486,My City,,23/09/2023,,Thuis ,,,,,,Maxim,,,,,,,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76014238,295486,My City,,23/09/2023,,Thuis ,,,,,,Maxim,,,23,,,,,Ottie,,,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76015094,378833,Happy Campers,,23/09/2023,,Thuis ,31,,,,,Maxim,,,56,1,,1,,Ottie,,,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76106994,321140,Ahau: Rulers of Yucat�n,,25/09/2023,,Thuis ,105,,,,,Annelies,,,104,1,,1,,Bart (Annelies),,,45,1,,,,Ottie,,,102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76151925,383983,Bone Wars,,27/09/2023,,Thuis ,90,,,,,Henk,,,29,1,,,,Jerry,,,26,1,,,,Ottie,,,38,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76175071,184921,Bunny Kingdom,,28/09/2023,,Thuis ,50,,,,,Nele,,,76,1,,,,Ottie,,,120,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76224476,184921,Bunny Kingdom,,30/09/2023,,Thuis ,110,,,,,Ottie,,,141,,,1,,Sarah T,,,106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76236020,184921,Bunny Kingdom,,30/09/2023,,Thuis ,,,,,,Kim Djaanlessa,,,141,1,,,,Ottie,,,178,,,1,,Sarah T,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76238375,235922,King of the Dice,,30/09/2023,,Thuis ,,,,,,Kim Djaanlessa,,,29,1,,,,Ottie,,,33,,,1,,Sarah T,,,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76240347,168584,Love Letter: Batman,,30/09/2023,,Thuis ,25,,,,,Kim Djaanlessa,,,7,1,,1,,Ottie,,,6,,,,,Sarah T,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76268636,219513,B�renpark,,01/10/2023,,Thuis ,37,,,,,Ottie,,,107,,,1,,Sarah T,,,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76275272,822,Carcassonne,,01/10/2023,,Thuis ,,,,,,Ottie,,,230,,,1,,Sarah T,,,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76333029,295486,My City,,03/10/2023,,Thuis ,,,,,,Maxim,,,15,,,,,Ottie,,,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76333465,295486,My City,,03/10/2023,,Thuis ,,,,,,Maxim,,,14,,,,,Ottie,,,18,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76348911,245376,Yu-ca-tan,,04/10/2023,,Sarah T,,,,,,Ottie,,,24,,,,,Sarah T,,,124,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76349203,255674,Imhotep: The Duel,,04/10/2023,,Sarah T,30,,,,,Ottie,,,53,,,1,,Sarah T,,,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76349522,295947,Cascadia,,04/10/2023,,Sarah T,,,,,,Ottie,,,92,,,1,,Sarah T,,,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76357067,128174,Dragon Farkle,,04/10/2023,,Essen,30,,,,,Cindy T,,,,,,,,Hans,,,,,,,,Ottie,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76357825,223040,Fantasy Realms,,04/10/2023,,Essen,22,,,,,Cindy T,,,187,,,,,Hans,,,177,,,,,Ottie,,,224,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76361761,254640,Just One,,04/10/2023,,Essen,,,,,,Cindy T,,,,,,1,,Evelyne p,,,,1,,1,,Hans,,,,,,1,,Henk,,,,,,1,,Jan Van Hoef,,,,1,,1,,Ottie,,,,,,1,,Tom,,,,,,1
76361767,254640,Just One,,04/10/2023,,Essen,,,,,,Cindy T,,,,,,1,,Evelyne p,,,,,,1,,Hans,,,,,,1,,Henk,,,,,,1,,Jan Van Hoef,,,,,,1,,Ottie,,,,,,1,,Tom,,,,,,1
76361781,254640,Just One,,04/10/2023,,Essen,,,,,,Cindy T,,,,,,1,,Hans,,,,,,1,,Henk,,,,,,1,,Jan Van Hoef,,,,,,1,,Ottie,,,,,,1,,,,,,,,,,,,,,,,
76361784,254640,Just One,,04/10/2023,,Essen,,,,,,Cindy T,,,,,,1,,Hans,,,,,,1,,Henk,,,,,,1,,Jan Van Hoef,,,,,,1,,Ottie,,,,,,1,,,,,,,,,,,,,,,,
76361790,254640,Just One,,04/10/2023,,Essen,,,,,,Cindy T,,,,,,1,,Hans,,,,,,1,,Henk,,,,,,1,,Jan Van Hoef,,,,,,1,,Ottie,,,,,,1,,,,,,,,,,,,,,,,
76370508,266083,L.L.A.M.A.,,05/10/2023,,Essen,20,,,,,Cindy T,,,25,,,,,Hans,,,8,,,1,,Henk,,,41,,,,,Ottie,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
76370608,266083,L.L.A.M.A.,,05/10/2023,,Essen,,,,,,Cindy T,,,7,,,1,,Hans,,,36,,,,,Henk,,,24,,,,,Ottie,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
76372808,374982,Nebula,,05/10/2023,,Essen,64,,,,,Cindy T,,,37,1,,1,,Hans,,,24,1,,,,Henk,,,36,1,,,,Ottie,,,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,
76378074,266083,L.L.A.M.A.,,05/10/2023,,Essen,17,,,,,Cindy T,,,75,,,,,Hans,,,81,,,,,Ottie,,,83,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76378080,377515,Mind Up!,,05/10/2023,,Essen,17,,,,,Cindy T,,,75,1,,,,Hans,,,81,1,,,,Ottie,,,83,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76378796,385761,Faraway,,05/10/2023,,Essen,,,,,,Cindy T,,,56,1,,,,Hans,,,60,1,,1,,Henk,,,56,1,,,,Ottie,,,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,
76382437,220478,BARPIG,,05/10/2023,,Essen,,,,,,Cindy T,,,,1,,,,Hans,,,,1,,,,Henk,,,,1,,1,,Ottie,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
76397221,394334,Sunrise Lane,,06/10/2023,,Essen,30,,,,,Henk,,,29,1,,,,John Doe,,,44,1,,1,,Ottie,,,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76399399,360359,Neotopia,,06/10/2023,,Essen,45,,,,,Cindy T,,,62,1,,,,Hans,,,64,1,,,,Henk,,,67,1,,,,Ottie,,,80,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
76402247,373190,Maps of Misterra,,06/10/2023,,Thuis ,30,,,,,Cindy T,,,11,1,,,,Hans,,,44,1,,1,,Henk,,,17,1,,,,Ottie,,,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,
76402248,373190,Maps of Misterra,,06/10/2023,,Essen,30,,,,,Cindy T,,,11,1,,,,Hans,,,44,1,,1,,Henk,,,17,1,,,,Ottie,,,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,
76404195,378001,Moon River,,06/10/2023,,Essen,48,,,,,Cindy T,,,30,1,,,,Hans,,,75,1,,1,,Henk,,,55,1,,,,Ottie,,,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,
76412480,400205,5 Towers,,06/10/2023,,Essen,22,,,,,Cindy T,,,33,1,,,,Hans,,,37,1,,1,,Henk,,,31,1,,,,Jan Van Hoef,,,21,1,,,,Ottie,,,36,1,,,,,,,,,,,,,,,,,,
76437532,63975,Mountain Goats,,07/10/2023,,Thuis ,20,,,"Played with expansions:
- [thing=326964]Mountain Goats: Expansion Pack[/thing]",,Nele,,,199,1,,,,Ottie,,,216,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76479744,822,Carcassonne,,08/10/2023,,Thuis ,,,,,,Ottie,,,63,,,,,Sarah T,,,22,,,,,Ylano,,,82,1,,,,Yleas,,,33,1,,,,Yljana,,,33,1,,,,Ylusa,,,89,1,,1,,,,,,,,
76480883,822,Carcassonne,,08/10/2023,,Thuis ,,,,,,Ottie,,,89,,,,,Sarah T,,,114,,,1,,Ylano,,,66,,,,,Yljana,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
76481996,822,Carcassonne,,08/10/2023,,Thuis ,,,,,,Ottie,,,125,,,1,,Sarah T,,,45,,,,,Ylano,,,103,,,,,Yljana,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
76554214,378001,Moon River,,10/10/2023,,Thuis ,,,,,,Dieter,,,95,1,,1,,Maxim,,,78,1,,,,Nele,,,87,1,,,,Ottie,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
76554251,391497,Tangram City,,10/10/2023,,Thuis ,25,,,,,Dieter,,,148,1,,,,Maxim,,,141,1,,,,Nele,,,126,1,,,,Ottie,,,157,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
76555603,63975,Mountain Goats,,10/10/2023,,Thuis ,27,,,"Played with expansions:
- [thing=326964]Mountain Goats: Expansion Pack[/thing]",,Dieter,,,121,1,,,,Maxim,,,139,1,,1,,Nele,,,122,,,,,Ottie,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
